Name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,Known_Allergen
1TKU1A,8.176,1.924,5.771,8.176,2.886,6.733,2.405,7.695,4.809,10.58,3.366,4.328,4.809,3.366,5.771,4.328,6.252,4.328,0,2.405,0.593,0.791,0.003,0.241,0.2,0.353,0.049,0.122,0.093,0.119,0.227,0.689,0.52,0.455,0.053,0.469,0.284,0.554,0.695,0.315,0.661,0.408,0.15,0.235,0.902,0.74,0.642,0.103,0.145,0.149,0
1AOW1A,7.32,1.273,9.23,6.684,3.183,7.002,0.637,6.047,6.366,10.185,3.501,2.864,0.637,4.138,7.639,7.002,5.729,4.456,0.318,4.138,0.008,0.361,0.16,0.17,0.119,1.173,0.739,0.165,0.011,0.208,0.046,0.367,0.039,0.044,0.264,0.385,0.251,0.091,0.563,0.479,0.107,0.036,0.134,0.292,0.285,0.039,0.301,0.356,0.01,0.22,0
2DIK1A,9.681,1.463,5.516,9.793,4.503,8.33,1.801,5.291,6.979,6.642,4.278,3.152,4.052,3.152,4.278,3.715,5.854,6.642,0.563,2.589,0.569,0.179,0.287,0.036,0.088,0.121,0.489,0.281,0.367,0.056,0.048,0.076,0.056,0.168,0.462,0.189,0.085,0.066,0.047,0.273,0.716,0.229,0.076,0.033,0.129,0.108,0.245,0.019,0.134,0.331,0
1UAS1A,9.648,1.93,6.065,4.135,2.481,9.373,1.93,4.135,4.411,6.065,3.032,7.719,3.032,4.686,4.135,8.821,4.686,5.513,4.135,3.859,0.13,0.127,0.253,0.319,0.042,0.313,0.296,0.421,0.196,0.099,0.054,0.298,0.153,0.136,1.31,0.043,0.064,0.032,0.063,0.155,0.237,0.002,0.058,0.29,0.456,0.361,0.766,0.168,0.192,0.247,0
1M081A,2.822,0,7.76,4.233,4.233,7.055,2.822,3.527,14.11,3.527,2.116,7.76,5.644,2.116,7.055,6.349,3.527,5.644,1.411,0.705,0.017,0.262,0.577,0.094,0.123,0.776,0.239,0.088,0.42,0.153,0.082,1.219,0.456,1.047,0.234,0.096,0.162,0.454,0.011,1.029,0.222,0.082,0.02,0.204,0.844,1.26,0.189,0.311,0.114,0.422,0
1BW51A,4.37,2.914,2.914,4.37,1.457,1.457,1.457,2.914,11.654,8.741,7.284,4.37,4.37,4.37,11.654,2.914,8.741,7.284,1.457,1.457,0.008,1.063,0.358,0.346,0.796,0.745,0.531,0.087,0.044,0.114,1.071,1.185,0.016,0.148,0.374,0.268,0.728,0.04,1.145,0.104,0.479,0.13,0.794,0.055,0.976,0.704,0.451,0.233,0.638,0.312,0
1JRP2B,14.613,1.583,4.993,4.627,3.531,8.889,3.41,4.384,2.192,8.159,1.705,2.07,5.48,3.044,7.063,4.871,5.48,5.602,1.096,1.827,0.375,0.189,0.607,0.211,0.272,0.134,0.39,0.189,0.917,0.187,0.455,0.164,0.165,0.344,0.568,0.197,0.1,0.061,0.173,0.017,1.003,0.056,0.32,0.198,0.047,0.049,0.557,0.18,0.261,0.014,0
1NM8d1nm8a2,11.59,1.932,7.244,4.346,5.795,4.346,4.829,4.346,4.346,10.624,4.829,1.932,3.38,3.863,5.312,8.21,5.795,5.795,0,4.829,0.648,0.13,0.456,0.369,0.095,0.026,0.607,0.606,0.296,0.256,0.224,0.56,0.045,0.084,0.15,0.542,0.286,0.1,0.012,0.073,0.135,0.083,0.126,0.619,0.601,0.671,0.155,0.096,0.436,0.092,0
1OTSd1otse2,13.189,1.759,0.879,1.759,1.759,4.396,1.759,0.879,4.396,6.155,0.879,1.759,9.672,0.879,0.879,12.31,9.672,11.431,1.759,2.638,0.1,0.245,1.634,0.186,0.032,0.066,0.037,0.118,1.427,0.178,0.225,0.313,0.145,0.335,1.504,0.252,0.557,0.261,0.864,0.455,1.422,0.407,0.504,0.372,0.625,0.607,1.926,0.366,0.611,0.067,0
1UCBd1ucbl1,1.813,1.813,3.626,3.626,5.44,9.973,1.813,6.346,4.533,8.16,0.907,3.626,5.44,6.346,4.533,13.599,5.44,7.253,0.907,4.533,0.64,0.42,1.183,0.499,0.109,0.544,0.227,0.636,0.424,0.244,0.664,0.076,0.57,0.073,0.315,0.555,0.277,0.547,0.135,0.02,0.645,0.123,0.68,0.165,0.048,0.084,0.477,0.373,0.278,0.372,0
1JRM1A,1.858,0.929,4.646,9.292,4.646,8.363,0.929,10.221,9.292,6.504,1.858,2.788,4.646,3.717,7.433,7.433,2.788,7.433,0.929,0.929,0.515,0.426,0.202,0.405,0.207,0.533,0.103,0.418,0.611,0.048,0.272,0.119,0.602,0.105,0.165,0.169,0.162,0.069,1.163,1.772,0.217,0.522,0.094,0.529,0.583,0.026,0.462,0.179,0.283,0.953,0
1U04d1u04a1,3.361,0.306,4.584,12.528,3.361,2.445,1.833,9.473,12.223,11,1.833,4.889,4.584,2.75,2.75,4.278,3.056,6.111,0.917,6.417,0.071,0.137,0.153,0.271,0.207,0.072,0.86,0.242,0.014,0.097,0.246,0.387,0.186,0.251,0.221,0.065,0.028,0.402,0.321,0.822,0.134,0.014,0.169,0.276,0.406,0.11,0.058,0.067,0.195,0.361,0
1CHU1A,8.662,1.659,6.082,6.635,2.765,7.557,4.792,5.898,2.212,9.584,2.396,3.87,4.239,2.765,7.557,5.161,5.714,7.372,1.474,3.133,0.109,0.045,0.477,0.036,0.03,0.501,0.708,0.294,0.571,0.013,0.098,0.33,0.144,0.005,0.136,0.095,0.255,0.066,0.376,0.06,0.586,0.194,0.001,0.026,0.295,0.134,0.212,0.097,0.029,0.033,0
1OQD2K,5.104,15.312,2.552,2.552,2.552,0,2.552,2.552,0,10.208,0,7.656,7.656,7.656,5.104,12.76,7.656,2.552,0,5.104,0.344,0.621,1.217,0.887,0.111,1.01,0.276,0.691,0.385,0.515,0.138,0.746,0.222,0.307,0.386,0.492,0.225,0.497,0.303,0.288,0.399,2.317,2.081,0.247,0.61,0.159,0.473,0.432,0.999,0.424,0
1KXX1A,9.427,6.284,5.499,1.571,2.357,9.427,0.786,4.713,4.713,6.284,1.571,10.998,1.571,2.357,8.641,7.856,5.499,4.713,4.713,2.357,0.43,0.493,0.04,0.147,0.016,0.712,0.011,0.079,0.37,0.468,0.051,0.18,0.58,0.184,0.123,0.162,0.041,0.545,0.182,0.291,0.258,0.039,0.5,0.49,0.564,0.328,1.177,0.455,0.066,0.307,0
1UHWd1uhwa1,7.051,1.007,8.058,6.043,4.029,8.058,1.007,4.029,8.058,14.101,2.014,6.043,5.036,2.014,2.014,8.058,1.007,4.029,1.007,4.029,0.737,1.04,0.951,0.346,0.133,0.13,0.429,0.238,0.727,0.541,0.331,0.121,0.208,0.254,0.028,0.041,0.053,0.328,0.462,0.363,0.298,0.167,0.319,0.097,0.102,0.24,0.369,0.531,0.247,0.08,0
1T9D1A,8.788,0.283,5.386,5.669,3.543,8.362,3.118,4.819,6.378,7.229,3.26,3.969,5.811,4.252,3.543,5.386,6.095,7.654,0.992,1.417,0.104,0.042,0.748,0.176,0.007,0.232,0.048,0.134,0.986,0.208,0.028,0.085,0.016,0.139,0.735,0.111,0.096,0.009,0.326,0.362,0.731,0.227,0.099,0.273,0.564,0.371,0.598,0.176,0.054,0.047,0
2BHKd2bhka,5.509,6.427,5.509,7.345,3.672,2.754,3.672,5.509,3.672,7.345,3.672,4.59,7.345,1.836,4.59,7.345,4.59,6.427,1.836,2.754,0.055,0.506,0.23,0.084,0.263,0.589,0.125,0.402,0.146,0.798,0.288,0.725,0.456,0.431,0.684,0.068,0.355,0.576,0.405,0.339,0.384,0.638,0.731,0.221,0.519,0.818,0.034,0.401,0.47,0.382,0
1GQ2d1gq2p2,5.111,2.752,7.077,4.718,4.718,8.256,3.145,5.897,5.111,13.761,3.145,3.932,4.325,3.932,6.684,2.752,5.111,5.111,0.393,5.111,0.343,0.319,0.178,0.149,0.049,0.056,0.219,0.599,0.485,0.29,0.006,0.51,0.274,0.111,0.114,0.017,0.133,0.404,0.271,0.034,0.279,0.339,0.028,0.205,0.973,0.809,0.35,0.5,0.636,0.086,0
1J881A,3.589,2.392,3.589,9.57,4.187,5.383,2.392,4.187,6.579,7.775,0.598,9.57,4.187,4.187,1.794,8.374,5.383,8.972,4.187,5.981,0.832,0.548,0.547,0.25,0.639,0.296,0.227,0.297,0.186,0.305,0.131,0.201,0.033,0.074,0.339,0.047,0.043,0.306,0.602,0.598,0.515,0.291,0.025,0.462,0.674,0.044,0.209,0.009,0.261,0.036,0
1G2F3C,5.431,6.517,4.345,3.259,5.431,3.259,7.603,6.517,6.517,4.345,2.172,3.259,4.345,6.517,11.948,4.345,9.776,1.086,0,1.086,0.588,0.082,0.541,0.651,0.257,0.384,0.548,0.183,0.351,0.499,0.898,0.385,1.432,0.961,0.195,0.176,1.736,0.722,1.46,1.017,0.143,0.015,0.412,0.128,0.424,0.376,0.011,0.269,0.306,0.124,0
1B4Pd1b4pa2,4.805,0,7.208,4.805,2.403,6.006,3.604,6.006,6.006,13.214,3.604,4.805,6.006,2.403,8.409,6.006,3.604,1.201,2.403,8.409,0.009,0.025,0.169,0.172,0.086,0.002,0.496,0.045,0.321,0.301,0.026,0.529,0.184,0.351,0.635,0.234,0.399,0.932,0.591,0.001,0.27,0.346,0.093,0.417,0.57,0.224,0.175,0.429,0.364,0.651,0
1GGV1A,13.819,0.406,4.065,5.284,4.065,9.755,2.845,2.845,2.845,8.535,1.626,2.032,5.284,5.69,3.658,4.877,2.845,7.723,1.219,4.877,0.446,0.099,0.478,0.325,0.357,0.185,0.2,0.484,1.115,0.235,0.045,0.283,0.085,0.11,0.639,0.134,0.017,0.034,0.247,0.045,0.196,0.27,0.087,0.154,0.137,0.063,1.073,0.615,0.004,0.028,0
1DQ31A,3.495,0.437,5.679,10.047,4.587,7.644,3.276,8.955,9.173,8.518,1.529,5.897,2.402,1.31,5.023,3.495,4.368,5.897,1.31,6.115,0.184,0.071,0.129,0.097,0.14,0.048,0.131,0.085,0.072,0.206,0.063,0.001,0.054,0.433,0.058,0.056,0.09,0.179,0.224,0.737,0.327,0.296,0.016,0.268,0.159,0.338,0.052,0.085,0.145,0.434,0
1GWY1A,8.663,0,4.873,3.79,3.249,11.371,0.541,4.873,5.956,7.039,3.249,4.873,2.707,1.624,4.332,6.498,5.956,5.956,2.707,6.498,0.173,0.198,1.007,0.152,0.084,0.01,0.218,0.097,0.005,0.319,0.076,0.468,0.002,0.493,0.397,0.357,0.034,0.062,0.266,0.42,0.521,0.67,0.001,0.035,0.42,0.316,1.347,0.329,0.151,0.085,0
1SS41A,7.129,1.296,3.889,10.37,2.592,9.073,1.944,6.481,2.592,10.37,3.889,5.833,2.592,1.296,6.481,5.833,4.537,9.721,0.648,2.592,0.912,0.759,0.154,0.438,0.153,0.294,0.207,0.335,0.356,0.517,0.007,0.38,0.076,0.139,0.268,0.127,0.26,0.485,0.237,0.313,1.267,0.235,0.082,0.708,0.163,0.29,0.054,0.207,0.174,0.493,0
1WX4d1wx4b,14.082,0,5.867,5.867,2.347,10.561,7.041,2.347,1.173,4.694,1.173,1.173,7.041,3.52,8.214,4.694,1.173,10.561,1.173,3.52,0.575,0.185,0.678,0.1,0.181,0.878,0.656,0.941,0.237,0.177,0.561,0.085,0.758,0.642,0.088,0.153,0.485,0.446,0.1,0.643,0.18,0.045,0.67,0.743,0.651,0.029,0.087,0.195,0.005,0.231,0
1R8S1A,6.399,0.582,6.399,6.399,2.909,6.399,1.745,5.818,4.654,11.635,2.909,6.399,1.745,4.072,6.399,2.909,6.399,6.399,2.327,2.909,0.044,0.019,0.692,0.121,0.114,0.192,0.472,0.313,0.263,0.336,0.231,0.257,0.195,0.504,0.597,0.247,0.3,0.159,0.11,0.024,0.323,0.265,0.118,0.099,0.128,0.02,0.308,0.365,0.132,0.055,0
1S6N1A,5.029,1.676,3.352,4.19,4.19,10.895,3.352,5.029,5.867,7.543,0,3.352,5.867,3.352,1.676,8.381,8.381,10.895,0.838,2.514,0.68,0.596,0.656,0.052,0.157,0.014,0.123,0.292,1.626,0.095,0.06,0.087,0.03,0.329,0.755,0.937,0.17,0.079,0.357,0.111,0.646,0.017,0.669,0.529,0.477,0.551,0.82,0.207,0.166,0.334,0
2B5Id2b5ic1,2.091,2.091,4.181,6.272,4.181,2.091,8.362,2.091,3.136,10.453,0,6.272,5.226,5.226,7.317,10.453,4.181,5.226,7.317,3.136,1.028,1.606,0.173,0.639,0.525,0.497,1.385,0.876,0.272,0.574,0.419,0.956,1.449,1.376,0.25,0.366,0.499,0.386,1.346,1.448,0.236,0.453,0.044,0.666,0.832,1.215,0.106,0.017,0.097,0.636,0
1RLI1A,7.111,0.547,7.111,3.282,6.017,9.299,3.282,9.846,5.47,8.205,2.735,2.735,4.923,7.111,6.017,5.47,2.735,4.376,1.094,3.282,0.216,0.12,0.44,0.245,0.362,0.38,0.849,0.355,0.124,0.408,0.092,0.316,0.862,0.465,0.574,0.543,0.304,0.396,0.306,0.109,0.343,0.078,0.086,0.227,0.318,0.11,0.159,0.253,0.5,0.087,0
1BTY1A,6.061,5.195,4.329,1.732,1.299,10.823,1.299,6.494,6.494,6.061,0.866,6.927,3.463,4.329,0.866,14.719,4.329,7.792,1.732,4.329,0.161,0.185,1.104,0.161,0.395,0.175,0.07,0.152,0.675,0.034,0.559,0.182,0.277,0.015,0.712,0.112,0.024,0.283,0.228,0.013,0.868,0.173,0.359,0.212,0.263,0.288,0.919,0.234,0.198,0.048,0
1TN51A,10.084,0,3.477,3.13,4.521,8.693,0,5.216,2.086,12.518,3.13,1.043,4.173,1.391,2.434,4.521,6.259,7.302,2.782,3.825,0.738,0.394,0.343,0.775,0.002,0.183,1.043,0.768,1.169,0.938,0.07,0.061,0.617,0.184,1.347,0.658,0.13,0.049,0.231,0.101,0.804,0.472,0.307,0.07,0.57,0.112,0.622,0.694,0.028,0.318,0
1X051A,6.431,1.429,2.858,8.575,2.858,9.289,2.858,6.431,7.146,6.431,0.715,2.858,3.573,2.858,6.431,8.575,3.573,5.002,1.429,2.858,0.565,1.02,1.364,0.002,0.35,0.531,0.032,0.077,0.682,0.099,0.045,0.339,0.158,0.233,1.05,0.135,0.1,0.076,0.19,0.379,0.401,0.134,0.064,0.429,0.412,0.294,0.16,0.149,0.367,1.033,0
1Z9T1A,11.34,3.024,4.914,5.292,3.78,8.694,4.158,3.78,4.158,7.182,1.89,3.78,5.292,2.646,5.292,5.292,4.536,6.804,1.89,2.646,0.574,0.493,0.706,0.506,0.118,0.281,0.014,0.278,0.184,0.456,0.416,0.19,0.075,0.163,0.835,0.405,0.207,0.126,0.374,0.232,0.738,0.106,0.643,0.168,0.39,0.257,0.541,0.213,0.04,0.559,0
2AYV1A,4.482,1.121,7.283,2.801,3.922,5.042,5.603,5.603,5.603,7.844,2.241,5.042,8.404,3.362,2.801,9.525,3.922,2.801,1.681,3.922,0.077,0.335,0.887,0.511,0.071,0.403,0.128,0.344,0.178,0.614,0.334,0.176,0.13,0.425,0.189,0.012,0.868,0.141,0.75,0.625,0.338,1.015,0.678,0.107,0.054,0.173,0.231,0.073,0.064,0.451,0
1YNR1A,14.487,2.414,6.036,2.414,0,9.658,1.207,3.622,15.694,6.036,2.414,2.414,4.829,6.036,1.207,3.622,1.207,7.243,2.414,3.622,0.033,0.22,0.477,0.23,0.014,0.113,0.487,0.288,0.449,0.063,0.648,0.08,0.238,0.335,0.042,0.346,0.824,0.051,0.108,0.37,0.87,0.517,1.058,0.95,0.418,0.177,1.795,0.329,0.312,0.249,0
1XSE1A,9.083,0.973,2.271,6.488,3.893,8.11,4.217,5.515,5.19,9.407,4.541,3.893,2.919,1.622,3.568,8.434,3.568,7.785,0.649,3.568,0.151,0.139,0.8,0.497,0.091,0.018,0.179,0.224,0.159,0.175,0.026,0.078,0.175,0.417,0.51,0.294,0.011,0.247,0.204,0.007,0.447,0.589,0.409,0.061,0.131,0.136,0.491,0.189,0.047,0.069,0
1LWI1A,5.643,2.822,7.838,6.27,5.33,4.389,2.195,5.957,8.778,10.346,1.568,4.389,4.389,3.762,5.016,5.33,5.016,6.897,0.941,4.076,0.155,0.086,0.123,0.084,0.181,0.022,0.724,0.623,0.064,0,0.05,0.53,0.178,0.325,0.004,0.247,0.145,0.17,0.432,0.173,0.058,0.14,0.275,0.254,0.324,0.009,0.026,0.297,0.072,0.026,0
1Q5J1A,10.427,0,3.476,3.128,4.519,8.689,0,5.214,2.433,12.513,3.128,1.043,3.476,1.39,2.433,4.519,6.256,7.299,2.781,3.823,0.756,0.412,0.378,0.831,0.111,0.223,1.025,0.737,1.178,0.973,0.081,0.073,0.646,0.238,1.304,0.731,0.073,0.001,0.205,0.113,0.793,0.519,0.121,0.066,0.598,0.157,0.575,0.645,0.001,0.262,0
3IL81A,4.336,5.782,2.891,11.564,4.336,2.891,2.891,7.227,13.009,8.673,0,4.336,5.782,2.891,7.227,7.227,2.891,7.227,1.445,1.445,1.054,0.081,0.523,0.057,1.327,1.695,1.988,1.518,0.059,0.291,0.133,1.542,0.864,0.629,0.602,0.031,1.239,0.646,0.446,0.956,0.248,0.09,1.53,0.513,0.191,0.063,0.423,0.155,0.429,0.038,0
3HFMd3hfml1,2.732,1.821,2.732,3.643,4.554,9.107,1.821,6.375,3.643,7.286,0.911,4.554,4.554,6.375,3.643,18.214,7.286,3.643,1.821,3.643,0.37,0.44,1.198,0.472,0.419,0.347,0.003,0.658,1.309,0.181,0.032,0.054,0.491,0.111,0.749,0.022,0.715,0.528,0.282,0.035,1.045,0.183,0.529,0.185,0.321,0.435,0.008,0.183,0.292,0.09,0
1OXNd1oxnd,9.086,3.029,5.048,6.057,9.086,10.095,5.048,0,4.038,9.086,1.01,0,7.067,4.038,6.057,7.067,5.048,4.038,4.038,2.019,0.171,0.118,0.094,0.21,0.179,0.052,0.081,0.168,0.647,0.716,0.681,0.212,0.424,0.619,0.391,0.685,0.541,1.037,0.472,0.156,0.708,0.199,0.054,0.404,0.811,1.265,0.272,0.359,0.306,0.242,0
1RJWd1rjwd2,12.38,1.077,3.23,6.459,3.23,10.227,1.077,5.921,8.074,7.536,1.615,2.153,4.306,2.153,1.615,2.691,3.23,10.765,0.538,2.153,0.196,0.167,1.331,0.007,0.22,0.072,0.03,0.023,0.132,0.028,0.195,0.287,0.622,0.366,0.596,0.548,0.452,0.437,0.301,0.061,1.607,0.454,0.091,0.302,0.331,0.135,1.257,0.407,0.745,0.08,0
1TRP1A,6.528,3.73,5.596,5.596,3.73,11.191,2.798,1.865,1.865,2.798,0,8.394,3.73,1.865,0.933,13.989,5.596,7.461,0.933,8.394,0.066,0.674,1.745,0.064,0.185,0.415,0.354,0.251,1.236,0.022,0.567,0.31,0.145,0.204,0.463,0.038,0.275,0.357,0.229,0.797,1.069,0.204,0.052,0.135,0.172,0.448,0.598,0.199,0.147,0.698,0
1OTNd1otna,3.946,0.493,7.892,4.439,2.466,3.946,1.48,8.878,10.358,18.743,0,9.372,2.959,4.439,0.986,8.385,6.905,4.439,0.493,1.48,0.629,0.414,0.182,0.005,0.075,0.532,0.962,0.659,0.394,0.348,0.045,0.499,1.142,0.939,0.062,0.548,0.397,0.036,1.02,1.012,0.257,0.522,0.193,0.475,0.217,0.611,0.421,0.023,0.143,0.726,0
3CGTd3cgta2,6.382,0,1.823,2.735,5.47,9.117,1.823,2.735,3.647,4.559,0,8.206,3.647,5.47,0.912,7.294,13.676,9.117,3.647,3.647,0.56,0.443,1.756,0.1,0.282,0.469,0.288,0.041,0.942,0.183,0.048,0.232,0.418,0.069,0.608,0.345,0.125,0.548,0.653,0.008,0.635,0.849,0.282,0.058,0.263,0.404,0.445,0.395,0.177,0.038,0
1JVNd1jvnb2,5.16,0.86,3.44,8.17,6.45,7.74,2.15,7.31,8.17,8.17,1.29,8.17,6.02,2.58,2.15,8.17,1.72,6.02,0.86,3.87,0.152,0.243,0.222,0.12,0.004,0.248,0.581,0.213,0.085,0.037,0.234,0.21,0.371,0.445,0.567,0.27,0.126,0.211,0.145,0.047,0.289,0.321,0.368,0.679,0.105,0.257,0.31,0.106,0.002,0.28,0
1N2D2C,10.586,2.117,2.117,2.117,4.234,4.234,2.117,12.703,6.351,6.351,2.117,10.586,0,10.586,8.469,4.234,2.117,6.351,0,4.234,1.712,0.748,0.699,0.227,0.541,0.495,0.347,0.198,0.147,0.126,0.136,1.715,0.528,0.237,0.185,0.624,0.274,1.103,0.015,0.288,0.421,0.385,0.07,0.011,0.035,0.491,0.615,0.278,0.409,0.469,0
1VEP1A,7.067,0.589,5.3,5.693,4.319,7.852,1.57,5.104,7.852,7.459,2.944,7.263,4.907,3.926,2.159,6.282,6.478,5.693,2.944,5.889,0.311,0.405,0.007,0.099,0.132,0.09,0.229,0.198,0.024,0.223,0.128,0.417,0.186,0.027,0.467,0.19,0.093,0.499,0.047,0.015,0.32,0.185,0.007,0.5,0.313,0.384,0.027,0.355,0.24,0.284,0
1PD1d1pd1a3,5.514,1.969,5.908,4.332,5.514,5.12,1.969,8.665,5.12,10.24,1.969,7.089,5.12,4.332,2.757,9.846,6.302,5.12,0,2.363,0.084,0.142,0.827,0.16,0.074,0.109,0.05,0.173,0.293,0.035,0.118,0.133,0.322,0.252,0.612,0.024,0.075,0.196,0.025,0.185,0.238,0.195,0.178,0.332,0.308,0.277,0.106,0.229,0.088,0.149,0
1NMM2B,3.76,1.367,5.468,3.76,4.785,7.177,2.392,6.152,5.127,8.545,3.76,5.81,6.152,5.127,5.81,6.494,3.76,5.81,1.025,5.468,0.096,0.089,0.008,0.158,0.176,0.065,0.086,0.301,0.297,0.184,0.004,0.112,0.088,0.138,0.531,0.148,0.007,0.135,0.271,0.332,0.142,0.214,0.03,0.076,0.057,0.178,0.192,0.122,0.05,0.08,0
1OXE1A,3.848,0.855,7.268,6.413,5.13,8.978,3.848,5.558,8.123,8.123,1.71,5.13,4.275,2.993,2.993,4.275,6.841,6.841,0.855,3.848,0.253,0.081,0.146,0.062,0.276,0.079,0.778,0.835,0.58,0.153,0.227,0.269,0.958,0.765,0.218,0.469,0.208,0.196,0.684,0.436,0.314,0.27,0.177,0.476,0.26,0.217,0.025,0.04,0.352,0.105,0
1F4Xd1f4xl2,3.966,1.983,2.975,6.941,1.983,3.966,2.975,0.992,5.949,5.949,1.983,3.966,6.941,3.966,1.983,13.882,13.882,8.924,1.983,3.966,0.089,0.293,0.257,0.398,0.455,0.552,0.238,0.093,0.214,0.595,0.044,0.334,0.096,0.173,0.276,0.426,0.614,0.001,0.689,0.24,0.297,0.502,1.012,0.426,0.335,0.104,0.115,0.49,0.568,0.086,0
1KVR1A,8.03,0.892,7.137,4.164,2.677,8.922,3.866,5.353,4.164,8.03,2.677,5.65,6.245,3.866,4.758,5.353,4.461,8.624,1.487,4.164,0.082,0.096,0.445,0.133,0.636,0.025,0.753,0.508,0.519,0.125,0.289,0.053,0.047,0.088,0.071,0.186,0.13,0.362,0.048,0.176,0.512,0.049,0.033,0.362,0.312,0.327,0.567,0.157,0.016,0.08,0
1X1O1A,14.302,0,3.326,9.646,1.33,10.976,1.33,1.996,2.993,14.967,0.665,1.663,2.993,1.33,8.98,2.328,3.991,9.646,0.998,1.663,0.483,0.138,0.618,0.474,0.012,0.026,0.404,0.467,0.476,0.502,0.088,0.321,0.337,0.019,0.682,0.362,0.153,0.161,0.444,0.218,1.336,0.301,0.024,0.23,0.2,0.068,0.371,0.351,0.046,0.311,0
1UID1A,9.566,6.377,5.58,1.594,3.189,9.566,0,4.783,4.783,6.377,1.594,11.16,1.594,2.391,8.769,7.971,5.58,4.783,4.783,2.391,0.569,0.522,0.051,0.014,0.054,0.255,0.034,0.086,0.378,0.299,0.126,0.204,0.591,0.132,0.117,0.343,0.209,0.007,0.189,0.109,0.284,0.092,0.483,0,0.499,0.237,1.202,0.236,0.194,0.54,0
1LDJd1ldja1,3.194,1.065,4.258,10.645,1.065,2.129,2.129,8.516,12.774,10.645,3.194,1.065,3.194,7.452,6.387,3.194,5.323,6.387,0,3.194,0.198,0.624,0.053,0.053,0.371,0.109,0.215,0.486,0.035,0.162,0.043,0.065,0.42,0.295,0.081,0.266,0.294,0.373,0.575,1.39,0.002,0.092,0.231,0.523,0.711,0.187,0.138,0.073,0.401,0.845,0
1NSI1A,6.298,2.099,4.665,7.231,4.432,6.531,3.266,5.365,4.665,7.931,3.032,3.965,6.065,4.665,6.298,5.365,5.132,6.531,3.032,3.965,0.65,0.604,0.196,0.001,0.146,0.176,0.167,0.05,0.159,0.001,0.228,0.031,0.105,0.01,0.143,0.042,0.06,0.009,0.179,0.089,0.064,0.056,0.046,0.195,0.295,0.282,0.013,0.12,0.073,0.254,0
1OCZd1oczu,5.342,5.342,6.677,4.006,5.342,5.342,1.335,2.671,5.342,2.671,1.335,5.342,5.342,5.342,9.348,6.677,6.677,5.342,5.342,5.342,0.199,0.244,0.361,1.453,0.573,0.536,0.175,0.518,0.158,0.797,1.34,1.439,0.802,0.592,1.701,1.032,0.635,0.629,0.366,0.592,0.205,0.83,0.574,0.737,0.418,0.153,0.228,1.018,0.373,1.188,0
1EFXd1efxa2,9.361,1.101,7.158,7.709,2.203,8.26,1.652,2.753,3.304,6.608,1.101,2.203,3.855,6.608,11.564,4.956,4.405,4.405,2.753,7.709,0.352,0.023,0.299,0.152,0.197,0.068,0.754,0.533,0.372,0.425,0.262,0.529,0.703,0.493,0.387,0.163,0.318,0.045,0.623,0.009,0.581,0.063,0.617,0.479,0.065,0.073,0.018,0.004,0.25,0.559,0
1L3O1A,13.855,8.313,6.927,4.156,1.385,8.313,8.313,4.156,13.855,1.385,0,5.542,2.771,0,0,2.771,6.927,4.156,0,1.385,0.223,0.121,1.237,0.079,0.609,0.521,0.264,0.026,0.309,0.607,0.83,0.22,0.788,0.713,0.696,1.327,1.733,0.023,0.689,1.127,0.695,1.306,1.004,0.437,0.613,1.245,0.493,0.902,0.364,0.4,0
2A0F1A,11.372,0.325,6.498,4.549,3.899,4.874,3.574,4.874,4.874,12.347,2.599,4.874,3.899,4.549,4.874,6.498,5.848,7.148,0.65,2.599,0.348,0.145,0.244,0.03,0.366,0.009,0.171,0.075,0.474,0.077,0.327,0.035,0.196,0.195,0.371,0.348,0.123,0.506,0.1,0.017,0.025,0.306,0.022,0.117,0.206,0.239,0.37,0.251,0.175,0.098,0
1Z0J1A,8.75,1.167,5.833,7,4.667,5.25,1.75,9.333,5.25,7,2.333,4.667,3.5,1.75,6.417,7,6.417,6.417,1.75,2.917,0.021,0.085,1.122,0.212,0.063,0.39,0.681,0.687,0.753,0.189,0.259,0.21,0.188,0.478,0.037,0.425,0.154,0.355,0.376,0.279,0.405,0.508,0.201,0.561,0.209,0.114,0.042,0.01,0.141,0.395,0
1S1P1A,6.623,2.107,6.322,6.322,3.914,4.215,4.516,4.215,7.827,10.838,1.806,4.817,5.419,3.914,5.118,6.924,2.709,6.924,0.903,4.215,0.303,0.078,0.191,0.078,0.06,0.227,0.101,0.323,0.22,0.342,0.155,0.175,0.016,0.362,0.203,0.031,0.225,0.392,0.611,0.34,0.1,0.147,0.295,0.384,0.235,0.249,0.252,0.62,0.008,0.198,0
1QOKd1qoka1,4.913,1.638,4.913,5.732,3.275,10.645,0.819,2.457,4.094,6.551,0.819,3.275,4.094,6.551,1.638,10.645,12.283,4.913,3.275,6.551,0.787,0.178,0.842,0.061,0.617,0.138,0.069,0.019,0.162,0.108,0.214,0.41,0.02,0.314,0.847,0.032,0.392,0.24,0.044,0.043,0.293,0.132,0.076,0.177,0.419,0.557,0.52,0.121,0.266,0.322,0
